model,fpr,tpr
logistic_regression,0.0952696938098398,0.25462555066079295
logistic_regression,0.09602805953170916,0.2555066079295154
logistic_regression,0.0965968338231112,0.2581497797356828
logistic_regression,0.09716560811451322,0.25903083700440527
logistic_regression,0.09773438240591525,0.2607929515418502
logistic_regression,0.09811356526684994,0.26255506607929513
logistic_regression,0.09896672670395298,0.2643171806167401
logistic_regression,0.09906152241918666,0.26519823788546254
logistic_regression,0.099251113849654,0.26607929515418505
logistic_regression,0.1012418238695611,0.26784140969162995
logistic_regression,0.10143141530002844,0.2696035242290749
logistic_regression,0.10152621101526212,0.2713656387665198
logistic_regression,0.10361171675040289,0.27224669603524226
logistic_regression,0.10380130818087023,0.2740088105726872
logistic_regression,0.10446487818750592,0.2748898678414097
logistic_regression,0.10541283533984264,0.27665198237885463
logistic_regression,0.10683477106834771,0.2775330396475771
logistic_regression,0.10797231965115177,0.27841409691629954
logistic_regression,0.10939425537965684,0.2801762114537445
logistic_regression,0.1121433311214333,0.28105726872246695
logistic_regression,0.11223812683666698,0.2828193832599119
logistic_regression,0.11261730969760167,0.28370044052863436
logistic_regression,0.11347047113470471,0.2854625550660793
logistic_regression,0.11413404114134042,0.28634361233480177
logistic_regression,0.11460801971750877,0.2872246696035242
logistic_regression,0.11555597686984548,0.2889867841409692
logistic_regression,0.11707270831358423,0.28986784140969163
logistic_regression,0.11726229974405157,0.2916299559471366
logistic_regression,0.11821025689638828,0.2933920704845815
logistic_regression,0.11877903118779032,0.29515418502202645
logistic_regression,0.12143331121433311,0.2960352422907489
logistic_regression,0.12171769836003413,0.29779735682819386
logistic_regression,0.12304483837330553,0.2986784140969163
logistic_regression,0.12408759124087591,0.29955947136563876
logistic_regression,0.12560432268461466,0.3022026431718062
logistic_regression,0.126078301260783,0.3030837004405286
logistic_regression,0.1261730969760167,0.30572687224669604
logistic_regression,0.12731064555882074,0.3066079295154185
logistic_regression,0.12787941985022278,0.30837004405286345
logistic_regression,0.12835339842639112,0.3092511013215859
logistic_regression,0.12854298985685847,0.3118942731277533
logistic_regression,0.12920655986349416,0.31277533039647576
logistic_regression,0.12987012987012986,0.3136563876651982
logistic_regression,0.13053369987676558,0.31541850220264317
logistic_regression,0.13072329130723293,0.3162995594713656
logistic_regression,0.13214522703573797,0.31894273127753303
logistic_regression,0.132429614181439,0.3198237885462555
logistic_regression,0.13252440989667266,0.32158590308370044
logistic_regression,0.1328087970423737,0.3224669603524229
logistic_regression,0.13498909849274812,0.32422907488986785
logistic_regression,0.13517868992321547,0.32599118942731276
logistic_regression,0.13527348563844915,0.32687224669603526
logistic_regression,0.1354630770689165,0.32863436123348017
logistic_regression,0.13688501279742155,0.3295154185022026
logistic_regression,0.13792776566499193,0.3312775330396476
logistic_regression,0.13859133567162765,0.33215859030837
logistic_regression,0.13963408853919804,0.333920704845815
logistic_regression,0.14124561569817043,0.33480176211453744
logistic_regression,0.14143520712863777,0.3365638766519824
logistic_regression,0.14181438998957246,0.33744493392070485
logistic_regression,0.14190918570480615,0.3383259911894273
logistic_regression,0.14219357285050716,0.34008810572687226
logistic_regression,0.1430467342876102,0.3409691629955947
logistic_regression,0.14361550857901223,0.3436123348017621
logistic_regression,0.145416627168452,0.34449339207048457
logistic_regression,0.14551142288368565,0.34625550660792953
logistic_regression,0.14712295004265807,0.347136563876652
logistic_regression,0.14731254147312542,0.34889867841409694
logistic_regression,0.1487344772016305,0.3497797356828194
logistic_regression,0.1493980472082662,0.35066079295154184
logistic_regression,0.15063039150630392,0.3541850220264317
logistic_regression,0.15375865010901507,0.35506607929515416
logistic_regression,0.15385344582424873,0.3568281938325991
logistic_regression,0.1546118115461181,0.35770925110132157
logistic_regression,0.15489619869181914,0.3594713656387665
logistic_regression,0.15574936012892218,0.360352422907489
logistic_regression,0.15603374727462319,0.36211453744493394
logistic_regression,0.1596359844535027,0.3629955947136564
logistic_regression,0.15982557588397003,0.36475770925110135
logistic_regression,0.15992037159920372,0.36651982378854625
logistic_regression,0.16048914589060576,0.3674008810572687
logistic_regression,0.16105792018200776,0.3700440528634361
logistic_regression,0.16210067304957815,0.37092511013215856
logistic_regression,0.16314342591714853,0.3726872246696035
logistic_regression,0.16418617878471892,0.373568281938326
logistic_regression,0.16589250165892502,0.3762114537444934
logistic_regression,0.16646127595032706,0.37709251101321584
logistic_regression,0.1679780073940658,0.37797356828193834
logistic_regression,0.16854678168546783,0.38061674008810575
logistic_regression,0.17034790027490757,0.3814977973568282
logistic_regression,0.17072708313584226,0.3832599118942731
logistic_regression,0.17167504028817898,0.3841409691629956
logistic_regression,0.17262299744051568,0.3859030837004405
logistic_regression,0.17300218030145037,0.38678414096916297
logistic_regression,0.17347615887761872,0.38854625550660793
logistic_regression,0.17499289032135748,0.3894273127753304
logistic_regression,0.17594084747369418,0.3903083700440529
logistic_regression,0.17650962176509621,0.3920704845814978
logistic_regression,0.17812114892406863,0.39295154185022024
logistic_regression,0.18096502038107878,0.3947136563876652
