threshold,precision,recall,f1
6.58184496057507e-05,0.09869401349811552,0.9920704845814978,0.17952806122448978
6.609536053130297e-05,0.09870266479663393,0.9920704845814978,0.1795423742326397
6.610866411731284e-05,0.09871131761199263,0.9920704845814978,0.17955668952320203
6.61149257002881e-05,0.09871997194459056,0.9920704845814978,0.17957100709672275
6.639677652949945e-05,0.09872862779482683,0.9920704845814978,0.179585326953748
6.641805937419102e-05,0.09873728516310067,0.9920704845814978,0.17959964909482415
6.646511265176439e-05,0.09874594404981145,0.9920704845814978,0.17961397352049766
6.646589982577674e-05,0.0987546044553587,0.9920704845814978,0.1796283002313153
6.701661276543606e-05,0.09876326638014209,0.9920704845814978,0.17964262922782387
6.730483572110258e-05,0.0987719298245614,0.9920704845814978,0.17965696051057042
6.733262039274754e-05,0.09878059478901657,0.9920704845814978,0.1796712940801021
6.742595405606757e-05,0.0987892612739077,0.9920704845814978,0.17968562993696643
6.767237050281643e-05,0.09879792927963499,0.9920704845814978,0.1796999680817108
6.770732039787992e-05,0.09880659880659881,0.9920704845814978,0.17971430851488307
6.814986274660039e-05,0.09881526985519964,0.9920704845814978,0.17972865123703113
6.896760315212225e-05,0.09882394242583815,0.9920704845814978,0.179742996248703
6.926260836301199e-05,0.09883261651891512,0.9920704845814978,0.17975734355044698
6.951777327305533e-05,0.09884129213483146,0.9920704845814978,0.17977169314281152
6.977206593166317e-05,0.09884996927398823,0.9920704845814978,0.1797860450263452
6.983905517568406e-05,0.09885864793678666,0.9920704845814978,0.17980039920159682
7.018861167927792e-05,0.09886732812362806,0.9920704845814978,0.17981475566911528
7.047776007614603e-05,0.09887600983491394,0.9920704845814978,0.17982911442944982
7.114809222174492e-05,0.09888469307104593,0.9920704845814978,0.1798434754831497
7.117200141482995e-05,0.09889337783242579,0.9920704845814978,0.17985783883076434
7.144273389271781e-05,0.09890206411945543,0.9920704845814978,0.17987220447284347
7.165720761310562e-05,0.0989107519325369,0.9920704845814978,0.17988657240993688
7.181645453797092e-05,0.09891944127207239,0.9920704845814978,0.17990094264259465
7.221036496132104e-05,0.09892813213846424,0.9920704845814978,0.17991531517136694
